model,MIROC4h,MIROC4h,MIROC4h,ACCESS1-0,ACCESS1-0,ACCESS1-3,ACCESS1-3,ACCESS1-3,IPSL-CM5B-LR,CMCC-CMS,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,MIROC-ESM,MIROC-ESM,MIROC-ESM,MIROC5,MIROC5,MIROC5,MIROC5,MIROC5,CMCC-CM,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,MPI-ESM-P,MPI-ESM-P,MRI-ESM1,MPI-ESM-MR,MPI-ESM-MR,MPI-ESM-MR,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CESM1-BGC,CanESM2,CanESM2,CanESM2,CanESM2,CanESM2,CESM1-FASTCHEM,CESM1-FASTCHEM,CESM1-FASTCHEM,GISS-E2-R-CC,BNU-ESM,FGOALS-g2,FGOALS-g2,FGOALS-g2,FGOALS-g2,FGOALS-g2,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-ESM2G,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,GFDL-ESM2M,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,NorESM1-M,NorESM1-M,NorESM1-M,CESM1-WACCM,CESM1-WACCM,CESM1-WACCM,CESM1-WACCM,IPSL-CM5A-MR,IPSL-CM5A-MR,IPSL-CM5A-MR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,GFDL-CM3,GFDL-CM3,GFDL-CM3,GFDL-CM3,GFDL-CM3,CNRM-CM5,CNRM-CM5,CNRM-CM5,CNRM-CM5,CNRM-CM5,CNRM-CM5,CNRM-CM5,CNRM-CM5,CNRM-CM5,CNRM-CM5,GISS-E2-H,GISS-E2-H,GISS-E2-H,GISS-E2-H,GISS-E2-H,GISS-E2-H,MIROC-ESM-CHEM,MRI-CGCM3,MRI-CGCM3,MRI-CGCM3,NorESM1-ME,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,HadGEM2-CC,HadGEM2-CC,HadGEM2-CC,GISS-E2-H-CC,CMCC-CESM,bcc-csm1-1-m,bcc-csm1-1-m,bcc-csm1-1-m,MPI-ESM-LR,MPI-ESM-LR,MPI-ESM-LR,bcc-csm1-1,bcc-csm1-1,bcc-csm1-1,CESM1-CAM5,CESM1-CAM5,CESM1-CAM5
run,run1,run2,run3,run1,run2,run1,run2,run3,run1,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run2,run3,run1,run2,run3,run4,run5,run1,run1,run2,run3,run4,run5,run1,run2,run1,run1,run2,run3,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run2,run3,run4,run5,run1,run2,run3,run1,run1,run1,run2,run3,run4,run5,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run2,run5,run6,run7,run8,run9,run11,run12,run13,run14,run1,run1,run2,run3,run4,run5,run6,run1,run2,run3,run1,run2,run3,run4,run1,run2,run3,run1,run2,run3,run4,run5,run6,run1,run2,run3,run4,run5,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run2,run3,run4,run5,run6,run1,run1,run2,run3,run1,run1,run2,run3,run4,run5,run6,run1,run2,run3,run1,run1,run1,run2,run3,run1,run2,run3,run1,run2,run3,run1,run2,run3
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850-01-01 00:00:00,,,,288.906682225,288.554999329,288.564630829,288.362768604,288.840904418,287.453820134,292.767988756,,,,,,,,,,,289.267711331,289.024338495,291.086174717,290.325059914,291.227063219,290.749898506,291.736362966,291.731145915,286.874160089,,,,,,291.285941801,292.627873451,,290.395346549,291.937315205,290.872894038,286.892232042,287.041826366,288.5697152,286.076623622,287.594313435,288.010418417,287.318865811,286.433795483,287.433790484,286.257021823,290.232592561,289.556385797,289.165734557,290.690303214,289.119918933,288.442356308,290.761031681,289.699496539,292.423163783,287.851876552,286.764377522,284.849291587,284.477199333,285.795051489,284.406178081,284.477199333,,,,,,,,,,,,288.494289343,287.270742222,287.291092276,,287.112736897,286.226108078,287.487245651,288.786210751,288.374579357,288.205544421,286.084371121,,290.466936369,289.479613189,290.210925725,290.318760818,291.334269495,291.260735786,289.041625977,289.37088331,290.308989593,290.02164931,,,,287.570335155,287.192018735,285.806995591,288.861350484,287.839482013,286.050861285,288.747340887,287.637136497,287.70769117,,,,,,286.128895534,290.572916113,288.511119161,289.380405968,288.780372686,289.725662748,287.205281113,289.031656119,290.259478327,289.269353784,289.918409704,292.200253437,291.699597423,290.557036009,291.240703617,291.25436457,289.260408522,288.707008144,288.787788776,290.338952849,289.024023633,291.473117185,288.607155771,287.690727393,289.731602635,288.801009052,289.842485914,,,,291.635146797,290.712199908,287.994425573,288.367108129,289.739649187,290.777743057,289.85442486,291.876212116,287.669139181,284.494911346,285.725118705,290.652410245,291.850913606,291.329414066
1850-02-01 00:00:00,,,,288.368165821,289.114465318,288.749331662,288.508614489,290.009014723,288.455282061,292.601251379,,,,,,,,,,,290.027180467,289.388485752,288.937200515,291.354266076,291.554167487,291.61929962,290.849964944,290.376133301,288.950012623,,,,,,291.293464422,289.72417741,,290.931830316,293.33898669,292.391097715,287.801367161,288.543059125,287.635645956,286.55188436,287.492336485,288.662694448,287.384300096,287.257437922,286.659016802,287.877110585,291.405711464,287.458820773,289.809780844,290.078683938,290.447647525,290.325126194,290.989983576,292.6298496,292.122385252,290.447115776,287.197685603,284.980139206,285.223726518,285.819837451,285.671366483,285.223726518,,,,,,,,,,,,288.356227683,288.290807806,288.774996444,,287.875722335,287.92149503,288.023238486,286.745658068,288.613359722,289.501747582,286.974894973,,291.317073278,292.20154075,291.507505838,291.76126595,291.099457012,292.035020957,291.136688232,292.361917555,290.633244307,290.094154122,,,,286.180926697,290.07693874,287.36553465,287.893734243,287.651634555,287.874170588,289.505036285,288.0084487,287.34571701,,,,,,288.612082337,290.566774604,290.615231008,289.639297889,290.125808551,290.259345552,290.368410278,289.044762719,289.16252105,289.14179514,290.779292217,293.016609396,290.600553059,290.315659862,291.05661384,291.208844087,288.961333426,287.085155173,287.934320445,288.645438659,289.732201815,290.564941172,290.319791334,287.924664937,289.599856357,289.365228645,289.572033545,,,,291.370300503,289.895430122,289.441667699,288.464492542,288.467863445,290.945858474,290.980955027,291.715050754,288.32824676,286.025064016,287.624174247,290.555697204,291.239691668,291.350702228
1850-03-01 00:00:00,,,,290.128551296,290.253965733,292.559526845,291.592031651,290.819591291,289.913045154,292.860751696,,,,,,,,,,,290.246117696,291.174303479,290.029113482,293.218873836,293.540324499,292.976400784,293.63130679,292.232283516,289.142062841,,,,,,290.918141421,289.026920613,,290.355101128,294.095177949,293.018650066,289.21868759,289.55557489,289.300268643,288.042782912,289.591787729,289.065336088,290.476204975,289.261570142,288.867520598,289.111770412,291.771283048,291.980120049,289.715918535,291.455969572,291.720009167,292.516461053,291.921724854,291.141329819,293.975617396,291.157849132,290.07734889,286.693927003,288.304962233,286.223633433,287.850208719,288.304962233,,,,,,,,,,,,289.997736385,289.234659502,288.608535218,,289.819233426,287.866997852,289.671381852,290.651534675,288.044812938,287.886837707,286.751455325,,292.883398659,291.393734527,291.980298621,290.675874573,293.99648737,292.464789614,290.746643066,293.46082979,292.529804269,292.751729014,,,,289.277390069,289.763723227,289.182629197,288.856956783,288.366539724,289.685746366,289.5772427,287.390586052,288.808564013,,,,,,290.181642676,292.591782085,290.382204163,289.543318229,290.521881613,290.990930666,290.382988671,290.242501651,290.742388525,291.021878618,291.415439526,292.348884675,291.548757426,290.428589293,291.390402516,290.936496099,290.720197875,289.540595834,288.020462709,290.110316258,291.347849602,291.148221315,290.486446937,290.75002149,289.941005004,290.255666592,290.197668715,,,,291.173606463,293.299136265,289.538520188,288.216563802,289.688958552,290.191474347,290.405571225,291.051124187,289.056499637,287.509110032,289.154495645,291.936084729,291.881072861,291.872990624
1850-04-01 00:00:00,,,,291.286502845,292.157927684,293.649435631,292.245246304,293.023885164,290.666786362,293.733343184,,,,,,,,,,,292.806826289,292.301501857,291.123421235,293.609143443,295.534711157,294.99467622,294.285434709,293.717551569,291.413178729,,,,,,293.078996917,290.970733522,,292.329536791,293.03538425,292.869658015,291.521142147,290.062486899,290.352929428,288.51995473,290.760879638,291.273927781,290.967295112,289.808696589,289.969281185,289.174400103,293.325047606,293.350724517,291.660566636,291.685803132,292.835173425,293.60566307,294.76797214,293.728708644,294.508542788,292.71037031,291.510671246,289.330033187,289.719885547,291.032757955,289.268476376,289.719885547,,,,,,,,,,,,291.02371208,290.701634046,289.825454464,,291.286708267,289.726950024,289.053353305,290.146548947,291.963140511,290.943632999,289.130290457,,294.760712117,293.281216838,295.382226605,292.710451384,295.632345849,294.793125218,293.280059814,294.189605927,293.653156645,295.074831166,,,,290.428131192,292.296915865,290.419204895,290.709025469,289.736430164,290.550532791,291.665713303,289.442624037,289.194139871,,,,,,290.52528779,292.934839957,291.101852106,290.671613064,290.707225075,294.199361122,292.423939293,291.130163727,291.667235184,292.789236161,292.316896616,293.372669059,292.154637059,291.647343094,292.015646622,291.287778766,291.460293639,290.172731736,292.396597404,292.141065123,291.967781378,291.735244018,291.867737725,291.041626635,291.983798941,291.820743366,291.919329697,,,,291.924133079,296.161207525,290.139504341,291.205636609,292.872062419,293.095284195,292.053833313,292.789808394,291.491683735,290.303613063,290.315501618,292.451117356,293.236407414,292.847369135
1850-05-01 00:00:00,,,,294.197816242,294.683828399,294.963720685,294.647369523,295.461335715,292.499307245,295.352083199,,,,,,,,,,,294.162075053,294.472586838,295.730440623,297.960391552,297.645697907,296.584136,296.043414136,296.913900133,292.702785246,,,,,,295.125124885,295.614007154,,293.038798289,294.785638543,294.887249699,293.035748036,293.027621778,292.715285906,291.491768082,292.990200711,292.46350194,292.64316206,293.924419223,291.875804858,291.175872819,295.867965382,295.070717866,295.897951476,296.036562362,295.607818365,295.239027229,295.316049103,296.831724043,297.166948054,294.007857191,293.419099858,292.727879802,292.465146394,292.239791358,293.971658847,292.465146394,,,,,,,,,,,,294.670224615,293.739071376,291.903155592,,293.54519135,292.119706148,292.10929956,293.114816247,293.77410397,292.75974867,292.140201274,,297.364457075,294.322423881,295.566334519,295.191239131,295.729571818,295.015053388,295.38482666,296.915025803,296.456320517,296.730827806,,,,294.030784941,293.875005482,292.239951548,292.989531147,292.275756749,293.003202641,293.116813722,292.497643392,290.443975205,,,,,,293.54916441,294.725206587,295.316196275,294.677178419,293.324724221,295.129495828,295.627654885,294.208199812,294.143847908,295.200578166,294.164330041,295.95305715,294.342017137,294.159398722,294.673781548,293.576452655,293.49675274,293.717305811,293.312523559,293.160746305,295.103154953,292.987768208,294.125246687,293.24553132,294.558834304,294.067333726,294.959276501,,,,293.521690648,300.50277884,293.441418204,294.067607774,295.617159943,294.935345987,294.388810127,295.969624197,295.366534481,294.700292165,293.749211225,294.221692774,296.83123241,295.218686517
1850-06-01 00:00:00,,,,297.244977669,297.279729483,296.702876702,296.783532232,296.179527786,294.543683942,299.80421719,,,,,,,,,,,298.365006802,297.935281238,297.147139081,298.52922251,299.543844752,299.608762244,298.770095705,300.062061063,297.315275705,,,,,,297.935490424,297.492698791,,296.781370436,296.633226445,296.080025692,295.441964447,295.172158642,296.580266123,295.837042374,295.094972213,296.495971624,294.701878641,296.493350038,294.254574151,295.140951404,298.664404726,299.606811889,300.330400623,298.841795765,299.70417838,301.103192784,298.705611991,298.498288854,300.276879684,296.857716898,299.033500287,295.399275499,295.760031731,294.266509083,295.623511637,295.760031731,,,,,,,,,,,,295.717018728,295.938598761,294.709567021,,295.835274851,295.825392274,296.016258674,294.951351772,295.837660407,296.755706194,294.448669781,,299.025136148,297.230788667,297.932708911,298.085132866,297.81338815,298.86906507,299.208404541,299.276844303,298.814400648,300.194614651,,,,298.01182791,296.816961005,297.107413434,295.376689542,296.365348774,295.383365214,296.048481861,295.049354841,295.701813367,,,,,,297.32297429,298.35714887,298.197171047,297.429638406,296.79335566,297.044973468,298.622792957,298.95524924,298.231131857,298.68414865,296.481060931,296.632368468,295.550861915,295.585835067,295.689162023,296.269965897,298.173573286,295.89211097,295.806771437,297.343710908,299.179819258,296.112630413,296.725934245,296.346420902,296.942249559,296.681084159,295.085468566,,,,296.58869272,303.400211956,296.915253499,296.369750822,298.414149013,298.428081574,297.258813527,298.286210674,298.394349037,298.862615061,300.398623425,296.96894441,299.050137426,298.761587151
1850-07-01 00:00:00,,,,299.290034176,299.508088122,299.271482435,299.231329246,299.360985581,298.108226196,301.35950543,,,,,,,,,,,300.115459208,300.445879674,300.138275009,299.617760781,300.874182178,301.251727115,299.961047321,300.529001644,298.675127836,,,,,,300.782950907,299.887295184,,299.636737259,299.418719581,299.174168369,298.503101435,298.445402424,299.701980929,298.156690083,297.956501805,298.492152649,297.592069809,299.063731171,297.340103729,298.13591083,300.196123963,302.02841071,302.660803958,301.393500378,302.352632554,302.074714779,299.895327627,299.592067797,299.71796053,297.646542109,300.466689664,297.382233718,297.64398155,297.785218536,296.81621321,297.64398155,,,,,,,,,,,,297.600619254,297.019041209,297.669352769,,296.94841759,296.581243056,297.93654156,296.764922913,297.11357534,296.753807565,296.302273923,,299.787055073,299.701668571,300.136545084,299.179799983,298.674189173,300.290543878,299.14163208,299.695246536,299.939190042,300.361887354,,,,300.37395742,300.055194764,300.084509862,299.678698577,299.307574903,298.682367767,299.781898998,297.979188082,299.035240376,,,,,,299.801640943,301.181491106,301.070179601,300.732419408,300.485166074,300.699414982,301.581909686,301.478977776,300.800703559,300.82831137,298.164574986,298.909011762,297.005817936,297.680877897,298.312875434,297.962547972,300.925231573,298.491828901,298.018085807,298.906620884,299.262691294,297.818124,297.676499026,298.339209003,298.087130138,298.057711776,298.420255318,,,,297.940249686,304.225867616,298.958319189,300.086465877,299.786361606,301.596510205,300.007351071,301.542788607,300.485715736,300.245613007,300.858985856,299.28008032,300.520723733,299.953550549
1850-08-01 00:00:00,,,,299.054523009,300.276602854,298.828399011,300.164119497,300.188769511,299.793077271,301.173933365,,,,,,,,,,,300.721131919,301.046724028,300.411316899,301.16709222,301.329120684,301.162900968,301.241303694,300.020512158,300.432132317,,,,,,301.341210537,302.265588774,,300.813400275,300.457664639,301.317378119,299.285111749,300.26646257,300.962865642,299.654683968,299.564616915,299.889361081,299.07370187,299.922087316,299.309834123,299.176862995,300.144166323,302.774384542,302.276917997,302.539830352,302.912047335,302.699563365,300.216905309,300.480670996,300.833441514,299.338502892,300.811760737,298.92725172,298.962570075,298.683657408,298.417281018,298.962570075,,,,,,,,,,,,297.399015664,297.63137001,297.260823695,,297.482186615,296.417379983,297.473980005,296.272414461,297.835826748,297.172213088,297.174244643,,300.158686732,299.923197121,300.614508716,300.727483903,300.148742147,300.460312448,300.651153564,299.66559044,300.368885739,301.983121948,,,,299.666313741,299.811224355,300.812683714,300.792394307,299.704912792,299.232166883,300.073471769,299.836621246,299.843092246,,,,,,301.173218475,301.314971174,301.404211235,300.632409086,301.239856139,302.545857903,300.222957372,300.108950374,301.277910749,300.10760668,298.941399639,300.198210841,298.211030866,298.002968727,299.418660331,299.48818679,300.542768665,299.124219007,300.030669762,299.646823115,299.864736855,298.538864829,298.474679453,299.253064686,299.662811765,298.403779698,299.01098447,,,,298.872725978,304.307070382,300.114386387,300.121890201,300.681930578,301.565853715,301.222643762,301.79184625,300.111780345,299.486074788,300.316141157,300.295415966,300.763062997,300.219195158
