model,MIROC4h,MIROC4h,MIROC4h,ACCESS1-0,ACCESS1-3,IPSL-CM5B-LR,GFDL-ESM2M,FIO-ESM,FIO-ESM,FIO-ESM,CMCC-CMS,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,MIROC-ESM,MIROC5,MIROC5,MIROC5,MIROC5,MIROC5,CMCC-CM,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,MPI-ESM-MR,MPI-ESM-MR,MPI-ESM-MR,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CESM1-BGC,inmcm4,CanESM2,CanESM2,CanESM2,CanESM2,CanESM2,GISS-E2-R-CC,BNU-ESM,FGOALS-g2,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-ESM2G,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,NorESM1-M,CESM1-WACCM,CESM1-WACCM,CESM1-WACCM,IPSL-CM5A-MR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,GFDL-CM3,CNRM-CM5,GISS-E2-H,GISS-E2-H,GISS-E2-H,GISS-E2-H,GISS-E2-H,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MRI-CGCM3,NorESM1-ME,HadGEM2-AO,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,HadGEM2-CC,GISS-E2-H-CC,bcc-csm1-1-m,MPI-ESM-LR,MPI-ESM-LR,MPI-ESM-LR,bcc-csm1-1,CESM1-CAM5,CESM1-CAM5,CESM1-CAM5
run,run1,run2,run3,run1,run1,run1,run1,run1,run2,run3,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run2,run3,run4,run5,run1,run1,run2,run3,run4,run1,run2,run3,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run1,run2,run3,run4,run5,run1,run1,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run2,run5,run6,run7,run8,run9,run11,run12,run13,run14,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run2,run3,run4,run5,run6,run1,run2,run3,run4,run1,run1,run2,run3,run4,run1,run1,run1,run2,run3,run4,run5,run1,run2,run3,run4,run5,run6,run7,run8,run9,run1,run1,run1,run1,run2,run3,run4,run5,run6,run1,run1,run1,run1,run2,run3,run1,run1,run2,run3
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-01,275.298015807,275.709279329,272.950753819,274.374089839,276.453369971,276.959495113,272.867800901,276.135173127,276.037815181,278.421176439,277.011683555,275.368971549,274.643201959,274.121801021,275.26163314,274.284095215,272.39517064,274.68952184,274.841557301,273.938237405,271.903100756,276.397128812,275.811356296,277.57107192,278.151200031,272.302140816,276.26900699,273.370667288,271.489014756,273.582449421,274.335352189,271.487574131,277.572018436,276.345663162,278.729688044,275.421718034,275.268080723,274.009829425,276.186986912,276.122698565,275.724582671,275.404143266,274.982340231,275.644326551,276.5424277,275.517552435,274.883071924,278.34921825,275.654900628,273.128816798,273.478884353,274.730192866,275.726228111,272.315105163,269.649070531,274.910606116,270.413614372,271.717986371,273.010067962,274.14324766,273.592941273,273.429601768,270.939916767,272.108737023,270.945737626,269.346470745,274.2203173,271.49600166,273.878528469,272.165648977,272.521829374,270.526546185,270.77639504,273.106658537,271.404094103,270.521908279,276.140058446,277.286031669,275.895571991,274.029037129,273.977147182,274.212672243,278.331153922,277.338160026,274.912690518,275.933818927,273.431317626,276.242543004,277.066421858,267.730280617,273.054384001,271.882706312,275.06036377,275.723978849,275.210982927,274.193343924,276.242084958,276.197075242,277.399590231,275.486455366,274.070240055,276.23722635,274.031239162,275.888938337,274.940020007,276.46279721,275.054715847,276.259065539,276.684814614,278.006124294,273.947918606,278.378749334,278.247152617,277.223225325,275.972302917,279.05495319,277.384494141,276.098376018,277.689149139,272.216640818,276.143002596,271.665968608,274.371206484,274.69468788,273.365000819,275.614568873,274.311978701,274.20790855,274.544328776,274.997557708,275.635941174,277.235965551,276.293580865,273.977127404,271.573099036,274.219732583
2006-02-01,276.467435868,276.751274889,271.996561889,274.92031483,279.042747413,278.384472731,275.154608335,278.534062798,277.623688843,276.255545744,275.911562224,275.260153213,276.122504863,272.478496005,275.85124385,274.683094429,273.633335599,273.368999062,276.011765117,273.387571821,273.438950827,274.911824282,279.174558787,277.915491591,277.381572644,275.741920826,277.353536759,274.415936771,274.540251073,276.795802678,276.261149776,277.19999929,276.840066654,279.418369653,278.450686712,276.110043581,275.23686954,276.315594037,274.463059819,277.141085082,276.072794062,276.501878878,277.27402264,277.233903625,279.056738417,276.639709222,278.436834522,279.005101534,278.220193658,280.515211483,275.275499842,272.40738752,278.399402832,275.172996291,273.368765686,275.166605819,271.330015666,277.293137937,273.637469117,275.406703521,271.487218126,274.171447397,274.306118715,274.20254546,271.316348744,272.116470822,274.910150875,274.735270034,272.907248804,275.13726208,275.926141036,271.449663441,271.430411817,274.185218016,268.042340357,272.464448401,274.250381329,277.952721236,279.184228976,276.025805408,276.611569839,274.901004928,277.401438382,277.329882012,274.186811427,277.399281814,279.669453885,277.207984678,280.007088423,277.501229024,279.071836638,272.951803711,278.222198486,274.347638843,279.042965961,277.097448124,277.114980043,274.072161321,279.025066024,277.253843888,275.702502763,277.516120521,276.733631106,277.51320901,276.527565947,275.932870635,275.094065704,277.141015174,275.454900569,279.731069035,274.64500106,278.677403195,277.670622977,273.810801542,276.167933353,277.635445324,276.430950006,274.676074376,273.573098136,274.652129236,274.85984767,273.724190097,274.374613668,275.859664965,273.986222877,273.303267369,277.138711163,275.489779616,272.352286597,276.929979326,275.724860475,276.774724742,276.361611131,279.402078068,278.783257575,278.547430758
2006-03-01,279.721148541,278.065291425,275.048600412,276.954476522,278.476441193,279.209826117,275.776213933,277.602438806,280.674337645,280.343220943,277.130968195,277.194111855,280.039212203,275.550459988,277.958042549,277.077508736,276.884943896,276.438193028,277.59846864,278.731127867,277.169769402,279.44235028,279.275064433,279.652777236,279.110696151,279.400343371,277.764813808,277.530591335,279.140651913,278.039714416,275.873365304,279.034791099,280.874635937,278.338197952,282.877820727,278.770596456,278.28413007,278.605295852,276.613795102,276.655128422,277.836188771,277.336551044,279.176545786,279.323147783,282.613049509,280.608844507,279.507332945,279.530671342,280.501475269,279.248303045,279.828523008,277.315558851,279.485858978,275.086046035,274.442478301,277.727377177,276.930202463,276.768248902,275.008712172,277.391019889,274.656650558,275.738834969,276.195778554,276.337506886,277.251514568,276.635844448,276.074542882,277.875683366,276.962437799,277.365598091,276.412792298,274.891832046,273.472592707,273.416842656,274.262570028,276.207298701,277.233682061,281.486363257,277.672774326,273.621796484,276.930168066,277.886419279,276.615015799,281.964116459,277.830162524,277.401888381,281.308580291,280.243368103,281.588951901,279.287266574,280.198935246,276.481768048,280.43447876,277.060204754,282.081191224,279.471389361,280.111912827,274.902854541,280.462313355,276.081831569,278.532334211,279.739945512,278.111448707,279.362595211,279.143279708,278.882323589,280.10523772,275.262746667,277.84140651,277.682151989,278.504862343,280.230347965,279.066476582,277.45924572,279.068188258,277.377948389,279.173955452,277.157201362,278.390215754,279.090733268,277.597889818,276.274456209,276.021886296,276.644396002,276.626842852,279.122710819,279.314843226,278.988338237,277.09195716,280.255467693,280.35410551,279.470218674,276.461392229,280.362376451,279.976917422,281.12065142
2006-04-01,282.153609117,281.877864086,280.307537535,281.676375567,283.385673834,280.92738467,277.696075636,282.472771328,283.471417604,281.896294753,281.241026112,280.489701508,280.786908477,280.785611905,279.989433358,281.732841177,280.879390198,282.491798029,281.53639782,281.242288462,280.813259303,280.900760283,283.758521109,284.014727985,282.895041452,282.331039807,283.647194854,281.128781682,282.876453896,283.094888466,282.879784609,283.941440531,283.981887934,280.604300672,281.238924753,281.541576449,281.007517194,282.147229181,281.779301488,280.635823908,280.790984266,281.290954614,280.235635164,281.430450914,284.219892045,280.568827375,282.585826901,281.985477776,281.52116634,282.61347459,286.323737882,280.552096477,281.755596307,279.902420014,280.838345155,279.782007998,280.463772776,278.022194565,279.029184784,281.827167747,280.203102321,281.426836413,277.831695964,281.492489032,278.159621568,282.980946584,278.719354526,279.545275765,279.040948114,280.311920833,278.713549161,278.813400731,281.734982656,279.606730342,278.697305248,278.49639674,281.015158975,280.999105525,278.073054066,279.144935713,281.51832142,282.652094068,280.763766455,282.535753175,280.801021158,281.340434194,280.850903184,283.633235926,281.270181685,281.383445214,282.637141563,280.671580209,281.74597168,280.588317274,283.026812648,284.368406165,281.450867436,279.101495092,282.173589761,277.598388509,281.772058417,280.474507366,281.466164244,281.616421542,283.173903937,282.2339419,281.384038358,280.959613451,280.304634718,281.6952114,283.455551693,283.517930366,284.84321589,283.942941253,283.176933859,283.767597651,283.709626218,277.323973767,281.549399578,282.460295093,280.797649773,278.968449567,279.567407382,280.329074117,279.622320432,282.978862522,281.898575162,283.444383774,279.656231886,282.975585247,283.622676861,282.177708657,281.349272325,283.174006277,282.714924782,284.12772973
2006-05-01,288.855063367,287.054296153,289.264500557,288.672732754,287.219995433,285.436892164,284.715052359,286.834543368,285.792476355,287.925377929,285.417864149,284.534812091,286.701450546,284.845361061,283.849001642,285.817410744,284.468776907,288.678417343,285.362092403,284.627313602,284.084811263,287.5808739,287.263039647,289.248477689,289.569518238,287.672074521,288.318334425,285.262549183,284.794850161,285.878817166,286.400129513,286.828783819,287.63644457,286.317939932,287.73182835,287.40626627,286.622214633,286.551844178,284.701653657,285.702268389,285.086198573,287.094259015,286.044258784,285.841824823,289.6574302,284.013466854,287.41692459,289.704793707,287.041888915,287.318584767,289.641125262,285.31028915,286.66389166,283.571970823,285.876968277,284.475486581,284.039892968,283.48694472,283.542930836,286.071826906,283.998461255,285.825327172,283.346396899,287.144065478,283.530836978,284.982782274,284.336458534,286.551496258,283.849964068,283.856236097,284.620576442,287.050568655,285.330279721,284.854060575,283.856351019,283.035891326,286.657687976,285.137814566,287.395013209,286.17560158,285.964753498,288.063507754,286.208242863,287.711411642,284.663326706,287.009045862,288.549190546,287.709571557,286.850466892,288.425620873,286.803515131,286.970768416,287.929534912,287.161803389,289.232076953,287.971000317,286.335217749,284.370430443,284.84343652,284.163513748,286.620410813,282.938318567,285.029399242,285.742444338,285.053076419,286.342220913,285.662906977,286.483595537,285.509485746,287.739288752,285.888465504,286.273657274,287.507279804,286.92685745,286.592619597,286.849762464,286.043066271,282.345200382,288.230186559,288.452535966,282.625124735,285.08062455,282.238936931,284.488231655,283.228913534,284.094283514,285.7413892,286.469784239,283.91330521,286.884784376,284.122854127,285.906400145,285.24499561,287.925994166,286.830193489,286.752191083
2006-06-01,292.735293564,292.501935256,292.076310357,292.726110466,292.652816598,288.091111775,289.367726356,290.172379694,289.56738487,291.056896008,288.529489111,289.268059057,290.367611887,287.823547278,290.086700897,292.720293932,288.985207086,290.778675939,289.143770386,288.380664961,289.017857711,291.654612649,294.582421074,293.150079952,293.089484903,292.26265345,294.425149354,287.52426905,292.178608626,291.513194595,291.757130873,291.293919729,290.629584404,288.465533388,289.852196632,292.602873336,292.013857904,292.54378258,289.786779584,290.019588874,291.948523128,292.707339127,290.796981375,292.587842014,290.778378095,286.929143872,292.031332264,294.660396218,294.271221867,290.897723359,293.46301976,289.440957312,291.654285497,288.169221391,292.169393551,290.84171904,289.709253397,291.403995302,290.746059194,289.876258161,288.799170485,292.407342138,289.595580695,291.159197022,287.097839415,290.363515569,290.59302256,289.199241142,288.614648474,290.46322047,291.357393425,290.002160654,290.071106749,290.068162226,290.384436587,290.31318673,291.521044328,291.506139398,292.436709032,290.637845729,292.033936955,292.575600939,290.282370107,289.985409235,290.55062875,291.439621906,291.897051878,290.332830027,292.229237267,292.510845642,291.585133315,291.54201743,293.188293457,293.488898779,294.257917003,295.676734283,289.363804424,287.05606491,288.231126243,287.714237985,290.310753023,288.956264309,289.679880363,287.447127839,289.339396849,290.431854193,290.317582072,287.758228091,290.904625737,291.663672877,290.443802042,291.357061184,292.81639033,291.022810913,290.725714829,292.461449121,292.94471838,287.103016904,292.581448539,294.167952873,290.443689815,289.874509838,289.894373843,287.879393443,287.211229996,290.314566851,292.114579162,290.386532222,289.271840412,289.174993736,291.406811954,289.781894017,293.048659804,291.28935188,290.216888837,291.060247581
2006-07-01,295.414123471,295.171302355,295.65350148,296.744864685,297.336989104,292.43324857,292.882754782,294.227720952,291.18502623,293.930363356,289.138093419,292.569589197,295.101096493,293.983747316,294.147359205,294.501816869,293.748094047,295.208408158,293.318631122,293.367016844,292.263141497,294.63360479,297.790163912,296.470373907,297.33874612,296.830974604,297.333864653,290.299992009,295.760359193,295.927453277,298.064335767,296.531445788,292.951959977,292.663997517,292.815092391,296.991918619,296.421263568,296.023254625,295.365853251,295.345334935,295.89841671,295.865891037,294.937510992,296.458251767,294.939153329,292.327177363,298.673699763,297.605105603,298.404692599,298.530879655,298.236777379,290.726969149,297.721300927,290.285712682,297.354811739,295.125033478,296.00320792,295.549975533,295.702505897,294.412193997,295.38719465,296.757646869,295.568397032,295.967878001,293.826103415,293.672836931,294.640326853,293.633547363,294.029032923,293.916632093,293.941525942,293.637023817,294.253672382,293.820953741,292.372714965,293.191946114,294.478543997,294.309805863,295.384893695,294.519206902,296.365562157,295.978078012,295.751808204,295.394433034,296.458225001,294.653948627,298.460295446,296.353324341,295.894731575,297.264107665,296.341309374,295.827174142,295.518951416,297.609333423,298.372755856,299.819914314,294.04022079,294.060870077,292.461332634,291.658203239,292.588893844,292.01131768,295.742204391,292.059467167,292.159350296,290.918236487,291.734803909,291.274462582,295.746802243,296.113251382,294.650142802,296.05893229,296.433044956,295.456257709,296.564706681,295.116970606,295.289633763,291.490917984,296.210367025,298.669423667,290.4301042,290.647925145,291.04027143,290.527644274,290.275548571,292.312743873,296.971423347,291.474230078,296.503060659,292.626976708,294.192994114,295.39273209,295.86127808,295.685987476,295.839532625,294.413296311
2006-08-01,296.169576179,294.747869806,294.994681048,296.68638907,296.166036437,291.385431962,294.302162199,293.742641704,295.290731195,295.3689263,289.556892225,292.643403231,294.187216979,294.489801845,294.291167854,295.149445494,293.603438299,292.99087029,294.43684165,292.95238053,293.797709112,295.341758537,294.386431362,294.194759126,295.033795951,295.008609482,295.831536731,292.223241751,295.495135845,296.666275217,297.635714214,295.402589131,292.839595262,292.596983751,294.002402796,295.890558874,296.518352127,295.181013556,296.197794269,294.748281912,295.261518637,295.561646033,294.395777399,297.117698867,296.218939272,290.48063026,297.442846582,298.023907867,296.015229169,297.470299067,297.267848648,290.435828324,297.40442391,290.552021495,295.070169261,296.165241287,295.236340025,296.461531533,296.370619227,295.042557217,296.790413087,296.175981788,294.994872499,295.925545215,293.77848296,292.427769664,294.776249562,293.150109326,294.482530455,294.305659854,292.987804479,293.788875962,294.713019093,293.730772275,293.251042182,293.841071164,296.595161116,295.006756997,295.148460953,295.144593724,295.821464288,296.04618781,294.839903678,296.489928462,295.635749217,294.429313404,295.473244845,296.652608947,296.472412401,297.035525058,296.472868214,296.227124113,296.147521973,298.247351199,298.515143536,298.430755421,295.532333813,294.562319198,293.486169886,293.16020066,294.101100454,293.655386799,294.754804565,291.280086637,291.762978432,291.068145905,290.48511077,293.166071274,294.044241152,293.878621578,293.35459437,294.639283185,292.831059674,294.785101595,294.906726776,293.048889632,294.910050871,290.722527491,294.72487307,297.332321684,290.318645285,292.573850752,291.711161043,292.210778532,292.421920326,291.680274723,294.716568902,293.398681599,296.298142583,293.067782405,294.916120155,293.591945959,293.95889751,295.010031795,294.830423194,294.679455638
