model,MIROC4h,MIROC4h,MIROC4h,ACCESS1-0,ACCESS1-3,IPSL-CM5B-LR,GFDL-ESM2M,CMCC-CMS,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,MIROC-ESM,MIROC5,MIROC5,MIROC5,MIROC5,MIROC5,CMCC-CM,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,MPI-ESM-MR,MPI-ESM-MR,MPI-ESM-MR,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CESM1-BGC,CanESM2,CanESM2,CanESM2,CanESM2,CanESM2,GISS-E2-R-CC,BNU-ESM,FGOALS-g2,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-ESM2G,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,NorESM1-M,CESM1-WACCM,CESM1-WACCM,CESM1-WACCM,IPSL-CM5A-MR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,GFDL-CM3,CNRM-CM5,GISS-E2-H,GISS-E2-H,GISS-E2-H,GISS-E2-H,GISS-E2-H,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MRI-CGCM3,NorESM1-ME,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,HadGEM2-CC,GISS-E2-H-CC,bcc-csm1-1-m,MPI-ESM-LR,MPI-ESM-LR,MPI-ESM-LR,bcc-csm1-1,CESM1-CAM5,CESM1-CAM5,CESM1-CAM5
run,run1,run2,run3,run1,run1,run1,run1,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run2,run3,run4,run5,run1,run1,run2,run3,run4,run1,run2,run3,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run2,run3,run4,run5,run1,run1,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run2,run5,run6,run7,run8,run9,run11,run12,run13,run14,run1,run2,run3,run4,run5,run6,run1,run2,run3,run4,run1,run1,run2,run3,run4,run1,run1,run1,run2,run3,run4,run5,run1,run2,run3,run4,run5,run6,run7,run8,run9,run1,run1,run1,run2,run3,run4,run5,run6,run1,run1,run1,run1,run2,run3,run1,run1,run2,run3
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-01,253.587195354,261.813766339,265.49211274,250.787273271,258.381696813,254.704150747,261.395825882,250.22627877,253.79363558,239.930631212,252.925958211,242.541843837,250.629214329,243.474832127,249.894925024,240.740516594,252.135650191,254.645968248,257.063926439,260.977080764,261.24363543,252.04158177,255.788944864,255.813675034,259.681945801,247.683147959,250.964641317,246.225664315,253.032646741,259.209148526,252.472114416,256.174093375,263.650671273,263.140107867,260.378571983,258.177922377,256.089741862,249.953730469,254.281661947,256.496069584,248.083393117,252.600178627,259.031920469,252.733122108,256.899672238,251.553883656,252.196138491,252.995429423,259.296049371,256.207716431,257.79142857,262.955181043,262.557390096,259.904226346,259.769705704,264.813686658,257.027883291,259.881421835,259.962949895,252.762384771,256.599634199,259.297316999,248.207353142,251.991826803,254.514834456,247.321890325,253.678992637,251.178368148,251.373313709,254.592389553,259.467795529,252.038717738,267.685259227,252.307119105,252.289456825,261.635193946,253.563846538,252.617580803,259.496368408,260.114980818,264.51878304,254.016200137,263.522307604,265.908870407,265.219790852,254.645745673,257.680547147,261.774169013,256.354098462,262.418413208,262.061985314,258.10276437,257.066662762,258.615064997,260.485508292,253.059768,258.983219821,263.797326022,266.865647898,259.894640896,261.279330032,262.532290971,260.979532188,254.56986297,251.035601812,256.718551944,264.642560836,258.369310661,261.887503223,249.667360846,254.990295468,239.89733148,253.863292305,263.482383304,255.159215343,257.145054497,249.633123883,252.368259204,257.777204491,260.802582589,254.731381282
2006-02-01,261.958199137,262.45503005,264.137971091,247.467903504,260.962597162,259.731584431,262.769112214,253.518014524,253.698778518,254.595413295,244.340443526,255.545615222,253.706174874,252.292908446,250.384809966,245.417370973,255.559509838,249.913187808,253.344006133,256.278412156,260.540292517,256.425292743,260.063040013,247.661116367,262.18666204,243.458811913,244.427384639,253.296537915,240.656770421,257.22492228,249.065495478,251.843124265,259.998063556,257.218677506,262.592235324,261.818466429,257.461710948,258.781225896,253.09499479,259.79242072,253.807125631,260.924837663,261.36376711,262.311537452,260.251162531,255.67662353,257.29246698,263.354022619,249.897784147,253.402626542,248.474344445,262.963663831,264.223016433,258.303754679,265.750035329,265.719371163,259.055513918,254.95723042,264.181439004,251.745308264,249.833266497,255.520584138,252.535498113,256.76815953,255.132892853,256.651977936,255.837895885,254.369788798,262.252242841,251.829787768,257.741145764,260.018019504,262.909591879,264.256315553,252.250638921,257.774169533,258.381464576,252.904960297,254.787612915,262.042990797,260.824373785,261.272554851,259.26780087,260.57455728,267.088485754,258.609168437,264.447720527,259.72662317,260.283912196,261.167072123,257.674821703,259.254017937,255.165980284,255.215310824,265.554547459,265.039286777,256.744581645,259.074870452,264.246756331,263.829193949,258.161410982,261.741444172,262.904002834,260.910142929,258.40958192,260.971145909,259.994435554,259.110199095,254.007406221,247.45841881,262.115500251,248.177005196,252.097662339,264.083570955,254.958324445,254.39590481,254.355215041,253.485527603,249.724382973,256.087601819,254.524764315
2006-03-01,266.200467099,267.896721591,267.370946855,259.676530316,262.949559899,268.350117167,261.143945372,254.764252509,261.018063099,260.031955549,252.338985821,258.990412449,256.047379519,252.073339139,259.876145673,249.629073882,251.583001976,255.139674533,257.929896222,262.877672324,258.467000225,264.312397455,262.615059217,263.296277192,256.426082984,250.196872914,261.195320113,255.084133293,251.234630257,258.534515767,259.228328381,265.708895907,262.951360678,256.584952669,263.427453431,256.62346414,263.533171607,251.560307196,264.13607102,257.837297268,251.905548094,267.451433614,262.866621667,257.540078526,259.431361707,261.856296847,259.521064424,256.818133782,269.552270861,261.747051104,257.307940978,266.681678211,256.41459829,258.936363417,264.591762933,264.128694131,257.319246351,260.482720271,267.530624322,250.931072508,255.886730649,259.492944843,261.47206657,253.232305469,256.65781674,262.621493894,256.28543716,257.044960909,256.945396738,256.442330641,253.65301717,257.187575702,266.058218387,261.021856517,266.263860535,260.56842748,263.890411919,262.134402961,261.100830078,261.006004032,265.068113905,261.924086243,264.536498873,265.652677478,267.016715991,261.259476601,264.93947064,262.363267784,259.464359474,258.455679154,263.760900122,263.244620031,258.313010194,260.946724748,263.484662751,264.325304601,258.636720969,262.293547063,259.065000134,262.351361942,259.666655066,262.808334187,263.901941341,260.934136523,256.882088162,265.991356037,264.293261778,262.16989797,260.614107897,262.262528546,261.560703822,255.562767602,260.971340128,259.952289217,255.409552434,264.231256503,259.172355766,266.539582528,255.960406795,261.670750473,256.794824634
2006-04-01,272.251249332,268.758522878,271.584299359,266.072880554,268.520748135,273.098708417,270.095243738,265.701153953,264.634992011,267.091578474,263.916050728,263.75787141,268.300119597,265.965918402,267.186470706,261.36980383,265.140064921,266.356686276,268.85978499,265.630545848,269.61579773,266.877500476,269.927671607,267.540490504,266.863798622,267.210919519,264.474745752,268.31154104,265.016627193,271.438992455,264.207294915,268.448839419,267.342771156,269.74260309,265.86764813,268.162990346,268.485966883,266.852114442,264.992957255,262.900953635,264.815546691,271.839291994,269.882190675,265.41070078,266.977076527,262.623584314,264.261869914,270.744650418,269.30975283,264.248310841,264.425301594,272.385902997,271.112064338,268.708660591,271.025434284,264.915380411,268.045175662,265.36164629,270.949398486,266.744476963,266.283887127,265.941920504,264.88663826,267.943873191,266.217340552,264.642552297,261.957272868,264.841090225,264.630938924,264.018319252,267.459495762,263.456120676,266.361241614,263.286758921,266.998466393,264.707960471,268.974362284,261.720617898,262.174194336,271.486345784,271.745466294,264.608002075,266.021238004,267.631580389,270.996241919,266.136146651,268.186704325,270.070068751,265.190662178,269.976505013,265.673718448,270.035135403,273.579355957,270.270605637,267.345073081,267.915320628,267.99325407,269.87381928,267.678619193,266.665464756,269.503624355,266.774466651,269.801234053,267.913571901,261.093359277,270.650184207,271.293988835,272.176615471,269.193361763,265.856951612,271.496106746,267.84615624,270.688860431,269.077297796,265.675287415,267.890756747,269.037808188,266.809251646,272.593792705,265.449294241,267.509822244
2006-05-01,277.770063296,277.29132432,276.455639906,271.449288995,274.901703615,281.388093951,277.789342491,276.425117991,274.349243812,273.110323961,274.070165331,273.889924161,275.591351438,273.886640059,275.28200369,270.367285113,274.31106296,273.908956933,277.201320377,276.609803546,278.271873066,278.496467983,277.565265481,274.474435608,276.452450419,278.155258156,274.848546857,276.660213607,276.222707576,277.1822699,274.211288529,278.792823871,277.099345587,277.172710205,275.484026011,276.051090234,276.489718199,274.800394747,274.372139921,273.813366727,272.164006373,276.58728119,277.040617529,272.493419585,274.346583658,272.828475211,275.429137423,276.20118111,275.910630938,272.53904613,277.312682489,280.486436577,279.622900681,275.314489488,280.071871656,279.13856052,277.638038919,274.010121059,279.696891339,275.886044479,276.113111989,275.099351209,274.64493201,273.745225392,274.847379049,271.909079332,272.844068956,273.651736204,272.855525418,271.944403793,273.886799354,272.306993823,272.699996818,271.207362643,271.283114823,273.197729517,275.104820906,272.806903353,270.669647217,278.918218953,277.702600814,274.887424441,274.766484031,276.39692365,279.529544354,272.839857392,276.019732205,275.849247115,275.094196421,279.286056222,278.1557179,277.555174774,277.433741564,277.560576952,277.127447759,279.273586594,275.630979616,279.318251835,278.108539958,276.10748395,275.003775159,277.929905547,275.873496622,277.568290689,270.93774978,277.356741898,277.521717091,277.331677643,277.724750835,276.188002948,277.929259272,274.447739583,277.771315321,274.317437765,272.187597878,276.351353223,277.170949726,274.320990103,277.703049721,276.774689594,276.827139343
2006-06-01,284.314281278,284.726074794,282.116047431,282.030812491,283.263053091,285.85115149,281.081435942,282.739369682,279.838730327,280.902878304,278.489012548,278.675924093,280.091465407,279.66736213,280.290578534,279.076035871,278.846370964,279.502749143,282.943702776,283.865982268,285.550261329,284.588267502,283.42541377,282.013809065,278.286009479,282.925521608,283.369619915,281.92086091,282.01361831,282.224202726,281.515596202,280.701690279,280.287240512,281.846773849,282.367147008,281.624153442,281.440247481,280.261272525,279.166224048,279.65866062,278.96766326,283.55734988,283.468798233,282.153634625,282.617221515,281.666302894,283.292228589,281.47512174,285.042875043,280.261298556,282.631243054,284.555686788,284.06499247,285.181234095,286.003707529,283.983414119,283.950590129,284.881242589,286.88666816,285.640727181,279.333769334,283.088358854,278.420395422,280.451564807,279.438009424,277.803709281,278.668251646,279.680192854,279.076940914,279.688625889,279.162569305,278.921215625,279.038093792,282.82646087,280.251847831,281.567092073,283.064065234,282.637743283,276.271911621,287.435598044,284.712152804,279.568661877,286.407131865,284.821712987,288.773294318,284.99818227,282.01514918,280.577210592,282.515056824,285.385770655,283.410066167,285.394297744,283.971790558,286.102664956,283.289089028,286.182814337,282.832121052,284.023299152,284.652643709,285.119914911,283.861184659,285.91677551,284.759296604,282.822423544,274.273367324,283.317323293,282.062723812,284.367592342,284.428989478,283.845210329,283.370691892,281.450118891,284.506663086,279.220502712,281.415501962,279.251694161,281.186441383,277.374257597,284.32181557,283.210814733,284.937916236
2006-07-01,287.026815198,288.197306563,286.947789507,284.089574169,283.821871638,288.39900097,283.084184733,278.951767175,281.911004773,280.407442672,280.58970625,282.098105385,281.890567552,281.186330786,281.737325198,279.955332233,282.560865175,280.49197077,284.708677046,287.599121907,286.800433316,287.424035325,287.04799376,282.817576463,281.002417349,284.968550238,284.202952659,285.577744746,283.419346737,281.821379176,283.768834449,282.162007632,282.367960148,282.597109104,281.168551841,280.195888257,282.78871261,280.159139838,280.330468662,280.366488659,278.492064906,285.311292799,285.71954972,285.460513393,282.74753156,286.846001703,283.912058857,285.800930883,288.407350492,284.032108086,282.817302859,285.92735456,281.954553314,282.941803642,283.109848181,283.206978304,282.035030786,282.82438401,283.755931937,282.314013125,281.538127287,285.026121201,281.978091797,282.001051802,284.503422684,280.226994286,281.867238132,282.097862892,280.981665497,282.150782659,282.912420843,280.676416786,282.457254774,281.35629594,284.311220221,282.166450633,281.002361105,284.020833735,281.921905518,288.64408137,286.457175221,280.359712882,286.539604758,284.546501904,290.281631206,287.108422679,287.513418151,283.942971117,285.611972432,286.960968441,287.78595152,286.439491289,286.770775737,286.073627406,286.703769922,286.728689751,285.011647252,288.47227437,285.3528121,286.433769564,285.699021419,288.594028373,289.239200029,285.529356896,277.951205738,287.119994266,285.895728942,286.03480944,286.998333117,284.54976051,286.211770059,281.911652631,286.415638607,278.679322868,280.883454024,279.246963614,282.930356574,276.919236235,283.273371077,283.895344014,284.646669029
2006-08-01,284.246292545,286.6879526,284.651706988,282.034129352,284.652072708,284.53009428,281.255142401,280.627685881,279.5333542,277.979372174,276.872350318,279.961947653,279.049186755,280.612670878,279.835424978,278.78907635,279.635356169,278.208209909,285.593338672,286.014440387,285.689257954,287.516725849,286.302287491,284.398571224,279.60184572,285.49125212,284.23723551,281.789016888,282.191733039,282.973813421,279.769730545,279.666409789,281.025920418,278.895681586,277.994059757,278.161284741,279.443693866,278.484341707,277.530596014,279.155075212,277.039791662,280.497799205,282.287415634,283.083213343,282.109962065,281.837389721,282.068127625,284.590973739,283.74232211,280.97539365,280.819283467,282.175685948,281.466272525,280.453404417,280.741371114,282.589208137,279.806224183,278.323828843,280.648913096,280.133457367,278.078590879,282.279699845,280.696316011,280.788171488,281.542619963,279.952542567,279.303314239,280.683757042,278.71762408,281.90634976,282.124654596,280.698376232,287.557246434,281.087115117,281.384497613,280.660539459,282.824281744,284.56668667,278.972686768,282.956050643,281.804194245,279.779802085,285.738693718,283.859557911,286.302250892,283.650506455,284.964742231,282.540625148,283.249222345,284.500192856,283.97614143,282.612404217,283.980583654,283.78154453,284.889340614,285.545627315,282.274506273,287.70742969,284.723464106,283.022955816,284.162684723,286.321871236,287.504120516,283.155612944,281.040631118,286.112812432,283.403876097,283.182907028,284.315020235,284.480208044,283.865088719,284.839415186,284.702921807,277.861879139,280.190493581,279.16810481,282.024687207,277.998770857,281.871062229,283.247741493,280.828727657
