model,MIROC4h,MIROC4h,MIROC4h,ACCESS1-0,ACCESS1-3,IPSL-CM5B-LR,GFDL-ESM2M,FIO-ESM,FIO-ESM,FIO-ESM,CMCC-CMS,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,HadCM3,MIROC-ESM,MIROC5,MIROC5,MIROC5,MIROC5,MIROC5,CMCC-CM,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,MPI-ESM-MR,MPI-ESM-MR,MPI-ESM-MR,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CESM1-BGC,inmcm4,CanESM2,CanESM2,CanESM2,CanESM2,CanESM2,GISS-E2-R-CC,BNU-ESM,FGOALS-g2,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-CM2p1,GFDL-ESM2G,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CanCM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,NorESM1-M,CESM1-WACCM,CESM1-WACCM,CESM1-WACCM,IPSL-CM5A-MR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,GFDL-CM3,CNRM-CM5,GISS-E2-H,GISS-E2-H,GISS-E2-H,GISS-E2-H,GISS-E2-H,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MIROC-ESM-CHEM,MRI-CGCM3,NorESM1-ME,HadGEM2-AO,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,GISS-E2-R,HadGEM2-CC,GISS-E2-H-CC,bcc-csm1-1-m,MPI-ESM-LR,MPI-ESM-LR,MPI-ESM-LR,bcc-csm1-1,CESM1-CAM5,CESM1-CAM5,CESM1-CAM5
run,run1,run2,run3,run1,run1,run1,run1,run1,run2,run3,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run2,run3,run4,run5,run1,run1,run2,run3,run4,run1,run2,run3,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run1,run2,run3,run4,run5,run1,run1,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run2,run5,run6,run7,run8,run9,run11,run12,run13,run14,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run2,run3,run4,run5,run6,run1,run2,run3,run4,run1,run1,run2,run3,run4,run1,run1,run1,run2,run3,run4,run5,run1,run2,run3,run4,run5,run6,run7,run8,run9,run1,run1,run1,run1,run2,run3,run4,run5,run6,run1,run1,run1,run1,run2,run3,run1,run1,run2,run3
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-01,275.630384617,273.731738432,273.646828299,271.217893572,276.43773428,265.289986303,272.018902792,275.64540547,273.759346339,275.151620139,269.924269269,271.737674452,274.070984157,269.811202714,269.96985883,268.472914447,270.81150854,269.187363576,272.762309132,268.477498937,269.445258139,275.860839859,272.198835209,271.647406464,269.041139759,273.698892384,272.588827801,270.026506621,273.79881049,273.724643383,272.546162331,267.768807059,270.961077868,274.647844644,272.592659579,273.168572976,272.667959887,266.831485826,270.665913581,268.307415277,271.501106457,270.671230791,268.897691711,271.779157749,275.430456577,267.768564634,276.20840315,276.125725148,276.648948476,276.057370003,274.987477382,269.664091417,271.688653313,261.104561846,273.56629986,275.039264598,274.350471785,270.296702632,275.049283384,274.920462696,272.64095357,274.535442886,269.92829128,269.986763662,267.747060257,274.954759714,272.821477428,268.054766447,273.92648642,273.484784861,274.715988345,273.971414942,276.219088883,273.271756638,274.437740179,273.68569607,274.047430539,273.700511597,271.189114998,269.826114485,274.422610144,273.120122128,275.105367295,272.027065518,275.776414569,272.525176666,273.867154403,275.377112943,268.950145022,276.141518661,275.13502936,274.675369167,277.17755127,273.743447729,273.343483786,274.345689114,272.34860699,271.6443094,270.187743809,271.672715193,270.591662737,273.804676026,272.98319559,271.451518377,270.802692622,272.011522987,270.735448501,269.313972108,273.458796944,277.289721689,276.260577967,274.92322272,277.643675493,277.006403,274.348000953,274.916499866,278.012084641,272.995622384,273.360830988,275.146556732,272.88245591,271.450710261,271.313046907,270.898160858,275.276500614,273.44501031,268.142792424,273.777493576,273.416884024,271.160063133,274.710220902,274.536465378,272.450458511,274.443173446,269.00474019,274.662502139
2006-02-01,274.926834864,274.882458455,274.239753488,273.384973875,273.931876189,264.876242662,273.02595711,277.454635058,272.947040069,275.802696829,269.366706636,270.014578111,273.078403988,267.917664419,270.870670917,271.362787026,268.705146859,268.84026176,272.916271945,271.476863504,272.118816051,275.156161188,273.768713162,273.776611719,271.17574041,271.190417349,271.608584736,266.769718153,275.7693972,275.150419026,275.365551669,273.214933003,275.817429631,273.840719469,274.766014934,269.510890087,271.100113426,268.674739039,271.049626683,269.558029084,271.63799747,272.274966595,267.26241544,272.604575834,275.026055319,268.512570702,276.236451141,274.543014753,277.791576598,276.339425923,274.286168983,271.884168384,271.379987971,265.197406678,273.834427033,271.267656009,274.039319356,273.118571388,273.490212534,274.654881104,272.580138147,275.332643431,270.28682612,270.632454294,272.639826572,274.622053439,275.066893998,272.783852359,273.021697822,275.071530478,276.042890878,275.455898704,273.844529645,268.901998903,274.858158921,271.546902986,275.742265019,272.734143935,271.936678112,273.127525332,273.087337826,273.130748773,274.627740885,269.571182866,276.102910034,272.632583373,276.616649816,276.37460737,274.661295315,274.43680034,273.974545988,274.055205427,275.729888916,274.112572659,275.693590635,276.470742054,272.433126715,274.19808202,267.083843817,271.759297985,271.495880283,274.796057942,273.922146399,272.481510404,272.844425509,274.722825367,272.85639924,269.696542295,273.182300648,278.467364103,275.177322221,276.026483601,276.935501219,276.531466126,276.19260441,276.60519856,276.671344618,272.929015478,276.893142771,271.19714122,271.539186111,275.016449747,272.946448531,271.608247422,274.596934583,273.976647462,270.999723355,272.439479086,275.703675565,276.432047236,275.459144076,272.485772046,274.438105137,275.01860436,274.826289745,273.099852522
2006-03-01,278.849760998,278.884237713,275.59816319,277.602283069,277.2474063,270.714990053,274.941938573,278.818859115,277.035121896,278.54131158,274.413780552,275.546536035,272.486647886,272.129029744,274.549270164,273.771006319,274.135546065,275.752091709,276.064826629,273.221059003,273.138179111,278.275644626,277.152113223,275.239951974,273.121182959,275.570018696,276.468730884,273.037348886,276.718699807,275.403696055,276.64353175,275.294835056,277.773852046,278.855286992,278.46736121,273.887217441,273.500416215,271.007909698,276.4266944,273.118162225,275.718735277,274.865691316,271.884561849,273.828393359,277.48449828,267.989102193,277.712671052,278.286356666,277.080659084,278.453580234,274.937780435,273.014843713,272.842478469,271.756449037,274.941126354,275.062298536,272.864418634,273.837893996,274.792538225,275.975237463,272.507798701,273.801531754,271.752293444,274.53868469,274.303318099,276.274659378,276.134038469,276.031503232,275.239171098,276.738923995,278.582177422,274.408027558,277.292839058,273.104236024,274.453626861,274.575413348,277.411045977,277.753038228,274.962558608,275.107684695,278.396706359,277.055985537,276.266015221,275.622417574,277.924666063,277.080761213,277.30135712,278.502090843,278.887538516,277.892449024,278.853506245,275.437678198,277.394866943,273.83416082,278.652771194,277.674158015,275.681703267,273.486899597,272.32680097,275.254109435,275.221571464,274.954683824,274.594195159,275.688528071,273.560990392,279.550072391,275.969955494,272.823500242,277.900875733,279.991843742,278.837897039,278.152845323,277.638964071,279.800439237,278.297159449,277.902324268,278.372834228,274.749408259,278.37528998,274.088278384,274.998237631,275.216187931,274.460908658,276.491142834,275.00838142,274.778842553,274.079099318,279.710975335,275.927598108,279.19006773,276.65157498,276.578559673,278.028058432,275.782874055,275.661212123,277.42965072
2006-04-01,280.915589215,281.148944059,281.636605737,280.051692279,281.475811072,278.629081309,279.55763703,280.428093333,279.269603712,280.482601981,278.979965289,278.629688078,277.764109593,276.531474399,278.464692377,278.563793261,278.640811261,277.412070457,279.603792295,278.331814985,278.724906826,283.244935957,280.806994117,279.347635303,278.4950232,279.860005417,279.202459592,277.08286194,280.630962681,280.344548067,282.033647024,281.683586716,282.618231406,284.086932112,280.847755413,280.129068376,281.159924695,277.874410978,281.294155634,278.133686455,280.294704923,279.51232207,281.288570781,280.434708255,281.483184625,276.925424825,280.906839087,282.101094357,283.347801465,282.867944491,281.099052638,278.939152519,279.498286244,277.713718559,278.16089466,277.945218274,278.705528939,278.349205864,278.380187541,279.11777709,276.842597705,276.742614246,277.615394516,279.808105513,279.195534772,279.024961978,279.910237004,279.123221511,279.445138854,279.926165452,280.383099199,280.077907894,280.018871693,277.394057138,280.955796981,280.263547413,280.446562245,281.562741087,280.213878205,281.788380109,281.115941647,281.349806413,282.157864162,280.629692184,283.081975279,280.883204207,282.779904721,280.616055791,281.339576029,281.448364672,281.554580213,281.393898238,281.726379395,281.885923284,282.286604428,281.950989713,279.477601042,277.447737655,279.516405764,278.1404759,279.842082811,277.694695742,279.766790005,282.142683615,280.330521508,282.829346952,281.5028799,280.088693802,282.156594578,283.69480824,283.129008654,281.431276391,282.393903276,282.21480145,283.903785175,283.304112658,283.385569052,280.155881057,281.005635802,281.981555679,277.164347309,280.710481848,277.956679021,279.165728115,278.905624733,279.798448919,278.689902002,279.640253623,280.273424969,283.038136162,281.37180654,280.841693636,278.423612673,281.663082968,282.573551415,282.239798028
2006-05-01,287.318521715,287.751644181,287.927401136,287.136718062,288.143820919,283.402054372,281.844986273,285.270181309,285.196262677,284.658518795,284.37634354,283.885220165,282.445834728,284.27455953,282.928935968,284.336503875,284.202196638,283.457578307,282.296861796,283.847542563,283.469940009,287.307284606,287.177899583,287.154695732,287.639694003,287.759536669,287.703646282,281.799602049,285.806689414,286.905178099,286.551899345,286.926196812,286.126018313,285.979297963,285.136565669,285.304279565,286.519666902,284.399633765,283.751741875,284.590666455,286.612827174,284.941032335,285.62399696,284.603273859,286.985812128,283.630032826,286.546516142,288.082465256,289.070514158,289.077438153,286.934795326,285.08920091,284.678605222,281.970514009,286.166365396,284.81638605,283.331642103,284.584538482,284.240718048,284.956500863,282.549188564,281.987602547,282.945837989,282.329927832,282.975067593,283.911099214,282.811780413,283.993201866,284.024011646,284.450618338,284.798644636,284.739355186,283.29677873,283.223255668,283.46369028,283.34927429,285.245632374,286.684244389,285.575401447,286.881478111,285.386361491,287.207668189,285.176484386,287.176639968,285.228719054,285.520216478,287.144831688,286.079909759,285.722042014,288.491979496,285.918861985,287.074963979,286.049316406,287.273581267,287.164550453,287.390078285,284.80332609,282.782787314,284.536957647,284.464898536,283.426248295,285.407666267,283.754456943,284.793803948,284.318730563,285.666101446,285.50505823,284.196054506,286.467006404,288.228904042,287.674856102,287.23566936,286.152444872,287.500080213,288.719546253,287.983125324,287.139526527,284.106490294,287.038108284,286.550497214,282.678270396,284.710630193,283.24688945,283.589704539,283.510699775,283.51178395,285.458240249,285.508908904,285.126829552,286.960106364,286.881710327,284.182743128,283.25684085,285.803995638,285.978801925,285.368693142
2006-06-01,291.691428287,292.56075475,290.622221722,291.885922413,291.903341829,287.632166638,288.899597793,289.176898555,290.51780946,290.35843927,288.750637568,287.669255054,287.353684626,287.047357475,288.052170132,288.229225728,287.371290831,287.004831895,288.193024966,286.852482377,287.718200533,291.263123721,294.656735732,292.918456049,292.253421949,292.141474202,293.25254062,287.947692351,291.915809855,291.521702126,291.260994905,291.484356566,289.327477484,289.486334886,289.608155491,290.008210154,289.481408078,289.511898669,288.510868989,288.853981893,288.182921124,289.645121991,289.772096092,290.089222747,290.747873719,287.855347875,291.282379934,294.434701106,290.617025908,292.351519617,292.19697844,289.463689597,289.253742569,288.532273803,289.507496236,290.596692926,288.20832724,288.16397138,289.195181846,289.013187074,287.752429074,287.734325859,288.261662615,287.847849692,287.799155041,287.15789729,287.812747242,287.562337813,288.40126948,287.44029549,287.211003176,288.467026479,287.76872893,286.995049699,288.289931895,288.191221743,289.357410165,291.233540161,290.573126173,291.201783113,289.581221182,289.319353009,288.13857917,289.750631448,289.758558576,289.191722384,290.669860298,290.868867319,293.867772931,294.955936856,291.36468144,292.558026506,289.256591797,291.981522241,292.079058209,293.339452856,289.900426678,288.283627164,290.021812372,289.517806008,290.430053339,287.505416613,289.322064855,289.220580522,289.560368605,289.219470645,289.570371547,290.678487898,291.472837821,293.149571525,292.577665205,291.468415839,291.263753207,292.589352267,292.565305746,292.160671817,293.202332928,288.262772482,289.036562005,291.410530066,289.307329966,289.361749071,289.272337314,289.105284528,289.258954685,288.86300283,290.689985862,289.086900855,288.769804623,289.384008879,288.906471364,288.832725196,287.763464986,290.932517083,291.684324634,290.485578349
2006-07-01,294.58796459,294.329176327,292.522700168,293.583317558,294.839676003,290.79434829,292.200845099,292.276036769,291.269180286,291.670800252,289.561689795,290.456984343,290.316402059,288.511354347,289.385853617,290.8140239,288.399068583,288.779984135,289.436143095,288.865875534,289.586220426,294.616825234,296.728852931,295.650928946,296.275036381,296.106912849,296.37334883,289.035190786,293.678253178,293.327011843,294.896019533,292.639753291,291.035876584,290.931360773,291.419492649,292.707699407,292.921663329,290.806607449,293.083961187,290.685383159,292.856588535,292.468636181,292.445720659,293.618967329,292.50061187,290.524761639,295.983728136,294.395305659,295.805246143,293.159867496,294.488004071,290.304784425,293.370753947,292.539273872,292.822860439,294.072501297,292.330903271,291.845574167,294.583356178,292.494773127,291.249142971,289.881699679,294.539915243,291.100668408,288.774326732,289.958832669,291.028475941,289.626203662,290.499620571,290.347572356,289.400096869,289.822625714,291.921351964,290.245333497,290.85275474,289.340787259,293.050276442,292.626483154,292.775072572,292.421949897,292.38606731,292.206094195,292.130465834,291.654638533,292.857822774,292.926340866,293.243813962,293.499768599,294.449931896,296.7226479,295.282809541,297.055836549,291.510253906,296.185827316,295.206367178,295.758409814,292.813629663,292.612664754,293.37783643,292.339705242,292.46835361,290.268322454,294.202652724,291.653929027,292.101112776,291.340759265,291.716698487,290.987315941,294.878426897,295.404913526,295.092655276,295.008543219,293.966961539,294.600268623,294.834977934,293.790286386,295.253724711,289.92460284,292.278525907,293.536000055,290.422820163,291.999075479,290.699514796,290.575927256,291.876404919,290.379539057,292.656482516,291.799898209,291.083252293,292.237907084,291.398025307,291.417944673,290.870069691,293.565082299,293.011966145,293.029555255
2006-08-01,292.939710799,292.735597922,291.797969552,293.457516522,292.570109817,290.660360679,289.814485908,290.384146245,289.782235602,290.656924646,290.362960577,290.383283232,289.214359779,288.894516431,289.345710166,290.80938016,288.602536942,288.400356728,288.895584984,288.719815724,288.843514825,293.307834767,294.968440743,295.27689759,294.41120108,294.640861388,296.016399544,287.761324012,294.431118367,291.104358494,292.699517675,292.463807868,290.554269109,291.339993872,290.917704785,291.80786937,290.101551041,290.519513307,291.874144181,289.597705226,291.317075316,291.75589116,290.154858526,291.249210122,292.209033936,288.870033545,295.379389411,294.164858778,293.194425805,293.100721107,292.994960896,289.850810853,293.506753408,289.261568476,291.478537032,291.48211344,290.778055167,291.352162175,291.876774781,290.524742403,289.062737904,289.53524836,291.84729296,290.424109613,288.544132332,289.223208217,291.296072317,289.444536921,290.760963689,290.113566471,289.446956843,290.077387096,290.435264642,289.305815034,290.580597695,290.043037186,292.968059148,294.29950342,292.902185592,291.756304312,292.790909886,291.648758956,290.760443379,291.571507367,291.377866816,291.120065325,294.698589484,292.197511256,291.643560328,294.38724011,292.011216761,294.286456668,290.49621582,292.938165573,293.054473868,294.713691671,292.887998161,291.354083221,292.008243482,291.481058527,291.963455397,290.146199362,293.383012089,289.758119906,290.362977882,289.886685743,290.103182934,289.959308672,292.498386449,293.113935365,292.722940894,293.883915198,292.117007461,293.37332706,293.016187657,293.516412137,294.333586755,289.354102144,290.844121538,293.154553809,290.386886433,291.293649278,291.044173139,289.846005754,290.73763977,289.457188963,291.80651421,289.35026711,291.232511475,292.152179871,291.309439473,289.724644823,290.17761665,292.067189994,291.346553139,292.784065813
